CropName,KnownTownships,KnownRegions,Latitude,Longitude,BaseYieldKgPerSqm,AvgMarketPriceMMK,PlantingSeason,HarvestingSeason,PredictedYieldPerSqmKg,PredictedTotalYieldKg,PredictedRevenueMMK,PredictedWaterCostMMK,PredictedLaborCostMMK,PredictedFertilizerCostMMK,PredictedProfitMMK,PlantingRecommendation,PlantingRationale,CareInfo,MarketInfo,Summary,KnownTownships_lower,KnownRegions_lower
Vegetables,Yangon,Yangon,16.776482,96.172283,,2075.0,Not available,Not available,1.07,106.87,221755.25,31500.0,,,87950.75,Varies; typically start of Monsoon (May-Jun) or Cool-Dry (Oct-Nov),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Lentil,Yangon,Yangon,16.776482,96.172283,,2075.0,Not available,Not available,0.29,28.5,59137.5,18000.0,,,-786.03,Sep - Nov,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Oil Palm,Tanintharyi,Tanintharyi,12.965482,99.865283,,2600.0,Not available,Not available,0.36,35.62,92612.0,36000.0,,,-10608.77,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,tanintharyi,tanintharyi
Rubber,Tanintharyi,Tanintharyi,12.965482,99.865283,,2600.0,Not available,Not available,0.36,35.62,92612.0,36000.0,,,-12427.7,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,tanintharyi,tanintharyi
Durian,Tanintharyi,Tanintharyi,12.965482,99.865283,,2600.0,Not available,Not available,0.36,35.62,92612.0,36000.0,,,-11739.46,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,tanintharyi,tanintharyi
Areca Nut,Rakhine,Rakhine,20.377482,93.332283,,1812.5,Not available,Not available,0.36,35.62,64561.25,36000.0,,,-34915.82,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,rakhine,rakhine
Chili,Rakhine,Rakhine,20.377482,93.332283,,1812.5,Not available,Not available,0.36,35.62,64561.25,36000.0,,,-33391.12,"Year-round, prefers warm and dry conditions",Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,rakhine,rakhine
Rice,Rakhine,Rakhine,20.377482,93.332283,,1812.5,Not available,Not available,0.57,57.0,103312.5,67500.0,,,-44925.97,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,rakhine,rakhine
Millet,Chin,Chin,21.169482,93.581283,,1727.5,Not available,Not available,0.5,49.87,86150.42,22500.0,,,16338.16,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,chin,chin
Potato,Chin,Chin,21.169482,93.581283,,1727.5,Not available,Not available,0.36,35.62,61533.55,36000.0,,,-38425.12,Cool-Dry Season (Nov - Feb),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,chin,chin
Corn,Chin,Chin,21.169482,93.581283,,1727.5,Not available,Not available,0.71,71.25,123084.38,36000.0,,,14971.28,May - Jul,Based on general regional suitability and crop timelines.,,,"Corn is a high-yield cereal crop, adaptable to many climates. It thrives in well-drained soils and full sunlight.",chin,chin
Chickpea,Ayeyarwady,Ayeyarwady,17.531482,95.372283,,1525.0,Not available,Not available,0.36,35.62,54320.5,36000.0,,,-43040.26,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Chickpeas are drought-tolerant legumes, ideal for dry zones. Require minimal watering.",ayeyarwady,ayeyarwady
Rice,Ayeyarwady,Ayeyarwady,17.531482,95.372283,,1525.0,Not available,Not available,0.57,57.0,86925.0,67500.0,,,-54238.79,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,ayeyarwady,ayeyarwady
Sunflower,Ayeyarwady,Ayeyarwady,17.531482,95.372283,,1525.0,Not available,Not available,0.5,49.87,76051.75,31500.0,,,-12232.47,Sep - Oct,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,ayeyarwady,ayeyarwady
Maize,Bago,Bago,18.614482,96.290283,,2175.0,Not available,Not available,0.71,71.25,154968.75,36000.0,,,40940.65,May - Jul,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,bago,bago
Rice,Bago,Bago,18.614482,96.290283,,2175.0,Not available,Not available,0.57,57.0,123975.0,67500.0,,,-22729.31,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,bago,bago
Sugarcane,Bago,Bago,18.614482,96.290283,,2175.0,Not available,Not available,5.7,570.0,1239750.0,54000.0,,,920337.01,Jan - Apr,Based on general regional suitability and crop timelines.,,,"Sugarcane grows best in sunny, warm regions with fertile soils. Needs abundant water.",bago,bago
Beans,Magway,Magway,20.176482,94.872283,,2225.0,Not available,Not available,0.85,85.5,190237.5,27000.0,,,95732.26,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Beans fix nitrogen in the soil and need moderate watering. They grow well in warm, sunny locations.",magway,magway
Sesame,Magway,Magway,20.176482,94.872283,,2225.0,Not available,Not available,0.36,35.62,79254.5,36000.0,,,-21190.88,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,"Sesame prefers sandy, well-drained soils and low rainfall. Drought-tolerant once established.",magway,magway
Groundnut,Magway,Magway,20.176482,94.872283,,2225.0,Not available,Not available,0.43,42.75,95118.75,22500.0,,,15263.97,May - Jul,Based on general regional suitability and crop timelines.,,,Groundnuts (peanuts) grow in sandy soils with moderate irrigation. Rotate crops for best yield.,magway,magway
Groundnut,Kayah,Kayah,18.773482,97.523283,,2450.0,Not available,Not available,0.43,42.75,104737.5,22500.0,,,20439.63,May - Jul,Based on general regional suitability and crop timelines.,,,Groundnuts (peanuts) grow in sandy soils with moderate irrigation. Rotate crops for best yield.,kayah,kayah
Rice,Kayah,Kayah,18.773482,97.523283,,2450.0,Not available,Not available,0.57,57.0,139650.0,67500.0,,,-9883.19,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,kayah,kayah
Sesame,Kayah,Kayah,18.773482,97.523283,,2450.0,Not available,Not available,0.36,35.62,87269.0,36000.0,,,-14569.66,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,"Sesame prefers sandy, well-drained soils and low rainfall. Drought-tolerant once established.",kayah,kayah
Banana,Kayin,Kayin,16.884482,97.640283,,1805.0,Not available,Not available,2.14,213.75,385818.75,63000.0,,,182700.91,"Year-round, but best at the start of the monsoon",Based on general regional suitability and crop timelines.,,,"Bananas need rich, moist soils and frequent watering. Protect from wind and apply mulch.",kayin,kayin
Rice,Kayin,Kayin,16.884482,97.640283,,1805.0,Not available,Not available,0.57,57.0,102885.0,67500.0,,,-36432.63,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,kayin,kayin
Cassava,Kayin,Kayin,16.884482,97.640283,,1805.0,Not available,Not available,0.36,35.62,64294.1,36000.0,,,-39473.94,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,kayin,kayin
Rubber,Mon,Mon,16.577482,97.537283,,2650.0,Not available,Not available,0.36,35.62,94393.0,36000.0,,,-10091.81,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Cashew,Mon,Mon,16.577482,97.537283,,2650.0,Not available,Not available,0.36,35.62,94393.0,36000.0,,,-11654.97,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Betel Nut,Mon,Mon,16.577482,97.537283,,2650.0,Not available,Not available,0.36,35.62,94393.0,36000.0,,,-10126.61,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Rice,Ayeyarwady,Ayeyarwady,17.619482,95.398283,,1525.0,Not available,Not available,0.57,57.0,86925.0,67500.0,,,-59076.12,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,ayeyarwady,ayeyarwady
Chickpea,Ayeyarwady,Ayeyarwady,17.619482,95.398283,,1525.0,Not available,Not available,0.36,35.62,54320.5,36000.0,,,-47087.55,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Chickpeas are drought-tolerant legumes, ideal for dry zones. Require minimal watering.",ayeyarwady,ayeyarwady
Sunflower,Ayeyarwady,Ayeyarwady,17.619482,95.398283,,1525.0,Not available,Not available,0.5,49.87,76051.75,31500.0,,,-10897.95,Sep - Oct,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,ayeyarwady,ayeyarwady
Vegetables,Naypyidaw,Naypyidaw,19.768482,96.106283,,2475.0,Not available,Not available,1.07,106.87,264503.25,31500.0,,,108826.47,Varies; typically start of Monsoon (May-Jun) or Cool-Dry (Oct-Nov),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,naypyidaw,naypyidaw
Mango,Naypyidaw,Naypyidaw,19.768482,96.106283,,2475.0,Not available,Not available,0.85,85.5,211612.5,40500.0,,,70667.93,Plant at the beginning of the rainy season (May-Jun),Based on general regional suitability and crop timelines.,,,"Mango trees prefer tropical climates and deep, well-drained soils. Water regularly during flowering.",naypyidaw,naypyidaw
Paddy,Naypyidaw,Naypyidaw,19.768482,96.106283,,2475.0,Not available,Not available,0.57,57.0,141075.0,67500.0,,,-10417.4,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,naypyidaw,naypyidaw
Tea,Shan,Shan,21.018482,97.031283,,2875.0,Not available,Not available,0.36,35.62,102407.5,36000.0,,,-26458.25,Year-round in suitable climates (highland),Based on general regional suitability and crop timelines.,,,"Tea plants grow best in humid, highland areas with acidic soils. Regular pruning improves leaf quality.",shan,shan
Potato,Shan,Shan,21.018482,97.031283,,2875.0,Not available,Not available,0.36,35.62,102407.5,36000.0,,,-3992.92,Cool-Dry Season (Nov - Feb),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,shan,shan
Strawberry,Shan,Shan,21.018482,97.031283,,2875.0,Not available,Not available,1.42,142.5,409687.5,36000.0,,,193390.12,Cool-Dry Season (Oct - Nov),Based on general regional suitability and crop timelines.,,,"Strawberries need cool temperatures, rich soil, and regular irrigation. Mulch to retain moisture.",shan,shan
Vegetables,Yangon,Yangon,16.771482,96.162283,,2100.0,Not available,Not available,1.07,106.87,224427.0,31500.0,,,79250.97,Varies; typically start of Monsoon (May-Jun) or Cool-Dry (Oct-Nov),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Paddy,Yangon,Yangon,16.771482,96.162283,,2100.0,Not available,Not available,0.57,57.0,119700.0,67500.0,,,-30242.87,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Lentil,Yangon,Yangon,16.771482,96.162283,,2100.0,Not available,Not available,0.29,28.5,59850.0,18000.0,,,-106.31,Sep - Nov,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Rubber,Tanintharyi,Tanintharyi,12.970482,99.867283,,2650.0,Not available,Not available,0.36,35.62,94393.0,36000.0,,,-11625.49,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,tanintharyi,tanintharyi
Durian,Tanintharyi,Tanintharyi,12.970482,99.867283,,2650.0,Not available,Not available,0.36,35.62,94393.0,36000.0,,,-8946.47,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,tanintharyi,tanintharyi
Oil Palm,Tanintharyi,Tanintharyi,12.970482,99.867283,,2650.0,Not available,Not available,0.36,35.62,94393.0,36000.0,,,-9285.89,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,tanintharyi,tanintharyi
Rice,Rakhine,Rakhine,20.383482,93.325283,,1780.0,Not available,Not available,0.57,57.0,101460.0,67500.0,,,-40834.99,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,rakhine,rakhine
Chili,Rakhine,Rakhine,20.383482,93.325283,,1780.0,Not available,Not available,0.36,35.62,63403.6,36000.0,,,-33678.06,"Year-round, prefers warm and dry conditions",Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,rakhine,rakhine
Areca Nut,Rakhine,Rakhine,20.383482,93.325283,,1780.0,Not available,Not available,0.36,35.62,63403.6,36000.0,,,-35362.2,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,rakhine,rakhine
Potato,Chin,Chin,21.194482,93.575283,,1675.0,Not available,Not available,0.36,35.62,59663.5,36000.0,,,-41481.17,Cool-Dry Season (Nov - Feb),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,chin,chin
Corn,Chin,Chin,21.194482,93.575283,,1675.0,Not available,Not available,0.71,71.25,119343.75,36000.0,,,15775.62,May - Jul,Based on general regional suitability and crop timelines.,,,"Corn is a high-yield cereal crop, adaptable to many climates. It thrives in well-drained soils and full sunlight.",chin,chin
Millet,Chin,Chin,21.194482,93.575283,,1675.0,Not available,Not available,0.5,49.87,83532.25,22500.0,,,15456.06,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,chin,chin
Chickpea,Ayeyarwady,Ayeyarwady,17.497482,95.359283,,1500.0,Not available,Not available,0.36,35.62,53430.0,36000.0,,,-44208.7,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Chickpeas are drought-tolerant legumes, ideal for dry zones. Require minimal watering.",ayeyarwady,ayeyarwady
Rice,Ayeyarwady,Ayeyarwady,17.497482,95.359283,,1500.0,Not available,Not available,0.57,57.0,85500.0,67500.0,,,-49230.78,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,ayeyarwady,ayeyarwady
Sunflower,Ayeyarwady,Ayeyarwady,17.497482,95.359283,,1500.0,Not available,Not available,0.5,49.87,74805.0,31500.0,,,-9931.86,Sep - Oct,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,ayeyarwady,ayeyarwady
